case_name,maximum_bs_curvature,maximum_curvature
case_files\Case1-0.75-9.0-60D_30,0.235196E-01,0.235196E-01
case_files\Case1-0.75-9.25-60D_30,0.235890E-01,0.235890E-01
case_files\Case1-0.75-9.5-60D_30,0.236540E-01,0.236540E-01
case_files\Case1-0.75-9.75-60D_30,0.237149E-01,0.237149E-01
case_files\Case1-0.75-10.0-60D_30,0.237720E-01,0.237720E-01
case_files\Case1-0.75-10.25-60D_30,0.238254E-01,0.238254E-01
case_files\Case1-0.75-10.5-60D_30,0.238755E-01,0.238755E-01
case_files\Case1-0.75-10.75-60D_30,0.239225E-01,0.239225E-01
case_files\Case1-0.75-11.0-60D_30,0.239666E-01,0.239666E-01
case_files\Case1-0.75-11.25-60D_30,0.240080E-01,0.240080E-01
case_files\Case1-0.75-11.5-60D_30,0.240467E-01,0.240467E-01
case_files\Case1-0.75-11.75-60D_30,0.240829E-01,0.240829E-01
case_files\Case1-0.75-12.0-60D_30,0.241167E-01,0.241167E-01
case_files\Case1-0.75-12.25-60D_30,0.241482E-01,0.241482E-01
case_files\Case1-0.75-12.5-60D_30,0.241776E-01,0.241776E-01
case_files\Case1-0.75-12.75-60D_30,0.242051E-01,0.242051E-01
case_files\Case1-0.75-13.0-60D_30,0.242307E-01,0.242307E-01
case_files\Case1-0.75-13.25-60D_30,0.242543E-01,0.242543E-01
case_files\Case1-0.75-13.5-60D_30,0.242763E-01,0.242763E-01
case_files\Case1-0.75-13.75-60D_30,0.242967E-01,0.242967E-01
case_files\Case1-0.75-14.0-60D_30,0.243156E-01,0.243156E-01
case_files\Case1-0.75-14.25-60D_30,0.243329E-01,0.243329E-01
case_files\Case1-0.75-14.5-60D_30,0.243488E-01,0.243488E-01
case_files\Case1-0.75-14.75-60D_30,0.243634E-01,0.243634E-01
case_files\Case1-0.75-15.0-60D_30,0.243767E-01,0.243767E-01
case_files\Case1-0.75-15.25-60D_30,0.243888E-01,0.243888E-01
case_files\Case1-0.75-15.5-60D_30,0.243997E-01,0.243997E-01
case_files\Case1-0.75-15.75-60D_30,0.244095E-01,0.244095E-01
case_files\Case1-0.75-16.0-60D_30,0.244182E-01,0.244182E-01
case_files\Case1-0.75-16.25-60D_30,0.244259E-01,0.244259E-01
case_files\Case1-0.75-16.5-60D_30,0.244327E-01,0.244327E-01
case_files\Case1-0.75-16.75-60D_30,0.244385E-01,0.244385E-01
case_files\Case1-0.75-17.0-60D_30,0.244434E-01,0.244434E-01
case_files\Case1-0.775-8.0-60D_30,0.214692E-01,0.214692E-01
case_files\Case1-0.775-8.25-60D_30,0.215627E-01,0.215627E-01
case_files\Case1-0.775-8.5-60D_30,0.216504E-01,0.216504E-01
case_files\Case1-0.775-8.75-60D_30,0.217325E-01,0.217325E-01
case_files\Case1-0.775-9.0-60D_30,0.218096E-01,0.218096E-01
case_files\Case1-0.775-9.25-60D_30,0.218822E-01,0.218822E-01
case_files\Case1-0.775-9.5-60D_30,0.219504E-01,0.219504E-01
case_files\Case1-0.775-9.75-60D_30,0.220148E-01,0.220148E-01
case_files\Case1-0.775-10.0-60D_30,0.220755E-01,0.220755E-01
case_files\Case1-0.775-10.25-60D_30,0.221327E-01,0.221327E-01
case_files\Case1-0.775-10.5-60D_30,0.221866E-01,0.221866E-01
case_files\Case1-0.775-10.75-60D_30,0.222372E-01,0.222372E-01
case_files\Case1-0.775-11.0-60D_30,0.222849E-01,0.222849E-01
case_files\Case1-0.775-11.25-60D_30,0.223299E-01,0.223299E-01
case_files\Case1-0.775-11.5-60D_30,0.223721E-01,0.223721E-01
case_files\Case1-0.775-11.75-60D_30,0.224119E-01,0.224119E-01
case_files\Case1-0.775-12.0-60D_30,0.224493E-01,0.224493E-01
case_files\Case1-0.775-12.25-60D_30,0.224845E-01,0.224845E-01
case_files\Case1-0.775-12.5-60D_30,0.225176E-01,0.225176E-01
case_files\Case1-0.775-12.75-60D_30,0.225488E-01,0.225488E-01
case_files\Case1-0.775-13.0-60D_30,0.225781E-01,0.225781E-01
case_files\Case1-0.775-13.25-60D_30,0.226055E-01,0.226055E-01
case_files\Case1-0.775-13.5-60D_30,0.226313E-01,0.226313E-01
case_files\Case1-0.775-13.75-60D_30,0.226554E-01,0.226554E-01
case_files\Case1-0.775-14.0-60D_30,0.226781E-01,0.226781E-01
case_files\Case1-0.775-14.25-60D_30,0.226992E-01,0.226992E-01
case_files\Case1-0.775-14.5-60D_30,0.227189E-01,0.227189E-01
case_files\Case1-0.775-14.75-60D_30,0.227372E-01,0.227372E-01
case_files\Case1-0.775-15.0-60D_30,0.227542E-01,0.227542E-01
case_files\Case1-0.775-15.25-60D_30,0.227700E-01,0.227700E-01
case_files\Case1-0.775-15.5-60D_30,0.227847E-01,0.227847E-01
case_files\Case1-0.775-15.75-60D_30,0.227982E-01,0.227982E-01
case_files\Case1-0.775-16.0-60D_30,0.228107E-01,0.228107E-01
case_files\Case1-0.775-16.25-60D_30,0.228221E-01,0.228221E-01
case_files\Case1-0.775-16.5-60D_30,0.228325E-01,0.228325E-01
case_files\Case1-0.775-16.75-60D_30,0.228419E-01,0.228419E-01
case_files\Case1-0.775-17.0-60D_30,0.228505E-01,0.228505E-01
case_files\Case1-0.8-8.0-60D_30,0.198975E-01,0.198975E-01
case_files\Case1-0.8-8.25-60D_30,0.199926E-01,0.199926E-01
case_files\Case1-0.8-8.5-60D_30,0.200822E-01,0.200822E-01
case_files\Case1-0.8-8.75-60D_30,0.201670E-01,0.201670E-01
case_files\Case1-0.8-9.0-60D_30,0.202468E-01,0.202468E-01
case_files\Case1-0.8-9.25-60D_30,0.203221E-01,0.203221E-01
case_files\Case1-0.8-9.5-60D_30,0.203933E-01,0.203933E-01
case_files\Case1-0.8-9.75-60D_30,0.204605E-01,0.204605E-01
case_files\Case1-0.8-10.0-60D_30,0.205242E-01,0.205242E-01
case_files\Case1-0.8-10.25-60D_30,0.205845E-01,0.205845E-01
case_files\Case1-0.8-10.5-60D_30,0.206413E-01,0.206413E-01
case_files\Case1-0.8-10.75-60D_30,0.206951E-01,0.206951E-01
case_files\Case1-0.8-11.0-60D_30,0.207459E-01,0.207459E-01
case_files\Case1-0.8-11.25-60D_30,0.207939E-01,0.207939E-01
case_files\Case1-0.8-11.5-60D_30,0.208393E-01,0.208393E-01
case_files\Case1-0.8-11.75-60D_30,0.208822E-01,0.208822E-01
case_files\Case1-0.8-12.0-60D_30,0.209228E-01,0.209228E-01
case_files\Case1-0.8-12.25-60D_30,0.209611E-01,0.209611E-01
case_files\Case1-0.8-12.5-60D_30,0.209973E-01,0.209973E-01
case_files\Case1-0.8-12.75-60D_30,0.210315E-01,0.210315E-01
case_files\Case1-0.8-13.0-60D_30,0.210639E-01,0.210639E-01
case_files\Case1-0.8-13.25-60D_30,0.210944E-01,0.210944E-01
case_files\Case1-0.8-13.5-60D_30,0.211232E-01,0.211232E-01
case_files\Case1-0.8-13.75-60D_30,0.211504E-01,0.211504E-01
case_files\Case1-0.8-14.0-60D_30,0.211761E-01,0.211761E-01
case_files\Case1-0.8-14.25-60D_30,0.212002E-01,0.212002E-01
case_files\Case1-0.8-14.5-60D_30,0.212229E-01,0.212229E-01
case_files\Case1-0.8-14.75-60D_30,0.212442E-01,0.212442E-01
case_files\Case1-0.8-15.0-60D_30,0.212642E-01,0.212642E-01
case_files\Case1-0.8-15.25-60D_30,0.212830E-01,0.212830E-01
case_files\Case1-0.8-15.5-60D_30,0.213007E-01,0.213007E-01
case_files\Case1-0.8-15.75-60D_30,0.213172E-01,0.213172E-01
case_files\Case1-0.8-16.0-60D_30,0.213327E-01,0.213327E-01
case_files\Case1-0.8-16.25-60D_30,0.213472E-01,0.213472E-01
case_files\Case1-0.8-16.5-60D_30,0.213606E-01,0.213606E-01
case_files\Case1-0.8-16.75-60D_30,0.213731E-01,0.213731E-01
case_files\Case1-0.8-17.0-60D_30,0.213846E-01,0.213846E-01
case_files\Case1-0.825-8.0-60D_30,0.184634E-01,0.184634E-01
case_files\Case1-0.825-8.25-60D_30,0.185609E-01,0.185609E-01
case_files\Case1-0.825-8.5-60D_30,0.186527E-01,0.186527E-01
case_files\Case1-0.825-8.75-60D_30,0.187392E-01,0.187392E-01
case_files\Case1-0.825-9.0-60D_30,0.188210E-01,0.188210E-01
case_files\Case1-0.825-9.25-60D_30,0.188982E-01,0.188982E-01
case_files\Case1-0.825-9.5-60D_30,0.189713E-01,0.189713E-01
case_files\Case1-0.825-9.75-60D_30,0.190404E-01,0.190404E-01
case_files\Case1-0.825-10.0-60D_30,0.191058E-01,0.191058E-01
case_files\Case1-0.825-10.25-60D_30,0.191678E-01,0.191678E-01
case_files\Case1-0.825-10.5-60D_30,0.192265E-01,0.192265E-01
case_files\Case1-0.825-10.75-60D_30,0.192822E-01,0.192822E-01
case_files\Case1-0.825-11.0-60D_30,0.193349E-01,0.193349E-01
case_files\Case1-0.825-11.25-60D_30,0.193850E-01,0.193850E-01
case_files\Case1-0.825-11.5-60D_30,0.194324E-01,0.194324E-01
case_files\Case1-0.825-11.75-60D_30,0.194774E-01,0.194774E-01
case_files\Case1-0.825-12.0-60D_30,0.195201E-01,0.195201E-01
case_files\Case1-0.825-12.25-60D_30,0.195605E-01,0.195605E-01
case_files\Case1-0.825-12.5-60D_30,0.195989E-01,0.195989E-01
case_files\Case1-0.825-12.75-60D_30,0.196353E-01,0.196353E-01
case_files\Case1-0.825-13.0-60D_30,0.196698E-01,0.196698E-01
case_files\Case1-0.825-13.25-60D_30,0.197026E-01,0.197026E-01
case_files\Case1-0.825-13.5-60D_30,0.197337E-01,0.197337E-01
case_files\Case1-0.825-13.75-60D_30,0.197632E-01,0.197632E-01
case_files\Case1-0.825-14.0-60D_30,0.197912E-01,0.197912E-01
case_files\Case1-0.825-14.25-60D_30,0.198177E-01,0.198177E-01
case_files\Case1-0.825-14.5-60D_30,0.198428E-01,0.198428E-01
case_files\Case1-0.825-14.75-60D_30,0.198665E-01,0.198665E-01
case_files\Case1-0.825-15.0-60D_30,0.198891E-01,0.198891E-01
case_files\Case1-0.825-15.25-60D_30,0.199106E-01,0.199106E-01
case_files\Case1-0.825-15.5-60D_30,0.199309E-01,0.199309E-01
case_files\Case1-0.825-15.75-60D_30,0.199501E-01,0.199501E-01
case_files\Case1-0.825-16.0-60D_30,0.199682E-01,0.199682E-01
case_files\Case1-0.825-16.25-60D_30,0.199854E-01,0.199854E-01
case_files\Case1-0.825-16.5-60D_30,0.200015E-01,0.200015E-01
case_files\Case1-0.825-16.75-60D_30,0.200167E-01,0.200167E-01
case_files\Case1-0.825-17.0-60D_30,0.200310E-01,0.200310E-01
case_files\Case1-0.85-8.0-60D_30,0.171563E-01,0.171563E-01
case_files\Case1-0.85-8.25-60D_30,0.172535E-01,0.172535E-01
case_files\Case1-0.85-8.5-60D_30,0.173453E-01,0.173453E-01
case_files\Case1-0.85-8.75-60D_30,0.174322E-01,0.174322E-01
case_files\Case1-0.85-9.0-60D_30,0.175144E-01,0.175144E-01
case_files\Case1-0.85-9.25-60D_30,0.175923E-01,0.175923E-01
case_files\Case1-0.85-9.5-60D_30,0.176661E-01,0.176661E-01
case_files\Case1-0.85-9.75-60D_30,0.177361E-01,0.177361E-01
case_files\Case1-0.85-10.0-60D_30,0.178023E-01,0.178023E-01
case_files\Case1-0.85-10.25-60D_30,0.178651E-01,0.178651E-01
case_files\Case1-0.85-10.5-60D_30,0.179248E-01,0.179248E-01
case_files\Case1-0.85-10.75-60D_30,0.179817E-01,0.179817E-01
case_files\Case1-0.85-11.0-60D_30,0.180359E-01,0.180359E-01
case_files\Case1-0.85-11.25-60D_30,0.180877E-01,0.180877E-01
case_files\Case1-0.85-11.5-60D_30,0.181370E-01,0.181370E-01
case_files\Case1-0.85-11.75-60D_30,0.181839E-01,0.181839E-01
case_files\Case1-0.85-12.0-60D_30,0.182286E-01,0.182286E-01
case_files\Case1-0.85-12.25-60D_30,0.182711E-01,0.182711E-01
case_files\Case1-0.85-12.5-60D_30,0.183115E-01,0.183115E-01
case_files\Case1-0.85-12.75-60D_30,0.183500E-01,0.183500E-01
case_files\Case1-0.85-13.0-60D_30,0.183867E-01,0.183867E-01
case_files\Case1-0.85-13.25-60D_30,0.184217E-01,0.184217E-01
case_files\Case1-0.85-13.5-60D_30,0.184552E-01,0.184552E-01
case_files\Case1-0.85-13.75-60D_30,0.184871E-01,0.184871E-01
case_files\Case1-0.85-14.0-60D_30,0.185175E-01,0.185175E-01
case_files\Case1-0.85-14.25-60D_30,0.185465E-01,0.185465E-01
case_files\Case1-0.85-14.5-60D_30,0.185741E-01,0.185741E-01
case_files\Case1-0.85-14.75-60D_30,0.186003E-01,0.186003E-01
case_files\Case1-0.85-15.0-60D_30,0.186253E-01,0.186253E-01
case_files\Case1-0.85-15.25-60D_30,0.186490E-01,0.186490E-01
case_files\Case1-0.85-15.5-60D_30,0.186716E-01,0.186716E-01
case_files\Case1-0.85-15.75-60D_30,0.186931E-01,0.186931E-01
case_files\Case1-0.85-16.0-60D_30,0.187134E-01,0.187134E-01
case_files\Case1-0.85-16.25-60D_30,0.187328E-01,0.187328E-01
case_files\Case1-0.85-16.5-60D_30,0.187512E-01,0.187512E-01
case_files\Case1-0.85-16.75-60D_30,0.187686E-01,0.187686E-01
case_files\Case1-0.85-17.0-60D_30,0.187852E-01,0.187852E-01
case_files\Case1-0.875-8.0-60D_30,0.159551E-01,0.159551E-01
case_files\Case1-0.875-8.25-60D_30,0.160516E-01,0.160516E-01
case_files\Case1-0.875-8.5-60D_30,0.161432E-01,0.161432E-01
case_files\Case1-0.875-8.75-60D_30,0.162305E-01,0.162305E-01
case_files\Case1-0.875-9.0-60D_30,0.163137E-01,0.163137E-01
case_files\Case1-0.875-9.25-60D_30,0.163927E-01,0.163927E-01
case_files\Case1-0.875-9.5-60D_30,0.164682E-01,0.164682E-01
case_files\Case1-0.875-9.75-60D_30,0.165399E-01,0.165399E-01
case_files\Case1-0.875-10.0-60D_30,0.166079E-01,0.166079E-01
case_files\Case1-0.875-10.25-60D_30,0.166726E-01,0.166726E-01
case_files\Case1-0.875-10.5-60D_30,0.167341E-01,0.167341E-01
case_files\Case1-0.875-10.75-60D_30,0.167927E-01,0.167927E-01
case_files\Case1-0.875-11.0-60D_30,0.168485E-01,0.168485E-01
case_files\Case1-0.875-11.25-60D_30,0.169017E-01,0.169017E-01
case_files\Case1-0.875-11.5-60D_30,0.169524E-01,0.169524E-01
case_files\Case1-0.875-11.75-60D_30,0.170008E-01,0.170008E-01
case_files\Case1-0.875-12.0-60D_30,0.170469E-01,0.170469E-01
case_files\Case1-0.875-12.25-60D_30,0.170909E-01,0.170909E-01
case_files\Case1-0.875-12.5-60D_30,0.171329E-01,0.171329E-01
case_files\Case1-0.875-12.75-60D_30,0.171730E-01,0.171730E-01
case_files\Case1-0.875-13.0-60D_30,0.172113E-01,0.172113E-01
case_files\Case1-0.875-13.25-60D_30,0.172479E-01,0.172479E-01
case_files\Case1-0.875-13.5-60D_30,0.172828E-01,0.172828E-01
case_files\Case1-0.875-13.75-60D_30,0.173162E-01,0.173162E-01
case_files\Case1-0.875-14.0-60D_30,0.173480E-01,0.173480E-01
case_files\Case1-0.875-14.25-60D_30,0.173784E-01,0.173784E-01
case_files\Case1-0.875-14.5-60D_30,0.174075E-01,0.174075E-01
case_files\Case1-0.875-14.75-60D_30,0.174353E-01,0.174353E-01
case_files\Case1-0.875-15.0-60D_30,0.174618E-01,0.174618E-01
case_files\Case1-0.875-15.25-60D_30,0.174871E-01,0.174871E-01
case_files\Case1-0.875-15.5-60D_30,0.175112E-01,0.175112E-01
case_files\Case1-0.875-15.75-60D_30,0.175342E-01,0.175342E-01
case_files\Case1-0.875-16.0-60D_30,0.175561E-01,0.175561E-01
case_files\Case1-0.875-16.25-60D_30,0.175771E-01,0.175771E-01
case_files\Case1-0.875-16.5-60D_30,0.175971E-01,0.175971E-01
case_files\Case1-0.875-16.75-60D_30,0.176162E-01,0.176162E-01
case_files\Case1-0.875-17.0-60D_30,0.176344E-01,0.176344E-01
case_files\Case1-0.9-8.0-60D_30,0.148622E-01,0.148622E-01
case_files\Case1-0.9-8.25-60D_30,0.149588E-01,0.149588E-01
case_files\Case1-0.9-8.5-60D_30,0.150505E-01,0.150505E-01
case_files\Case1-0.9-8.75-60D_30,0.151375E-01,0.151375E-01
case_files\Case1-0.9-9.0-60D_30,0.152202E-01,0.152202E-01
case_files\Case1-0.9-9.25-60D_30,0.152988E-01,0.152988E-01
case_files\Case1-0.9-9.5-60D_30,0.153735E-01,0.153735E-01
case_files\Case1-0.9-9.75-60D_30,0.154447E-01,0.154447E-01
case_files\Case1-0.9-10.0-60D_30,0.155124E-01,0.155124E-01
case_files\Case1-0.9-10.25-60D_30,0.155770E-01,0.155770E-01
case_files\Case1-0.9-10.5-60D_30,0.156386E-01,0.156386E-01
case_files\Case1-0.9-10.75-60D_30,0.156973E-01,0.156973E-01
case_files\Case1-0.9-11.0-60D_30,0.157534E-01,0.157534E-01
case_files\Case1-0.9-11.25-60D_30,0.158067E-01,0.158067E-01
case_files\Case1-0.9-11.5-60D_30,0.158576E-01,0.158576E-01
case_files\Case1-0.9-11.75-60D_30,0.159063E-01,0.159063E-01
case_files\Case1-0.9-12.0-60D_30,0.159529E-01,0.159529E-01
case_files\Case1-0.9-12.25-60D_30,0.159976E-01,0.159976E-01
case_files\Case1-0.9-12.5-60D_30,0.160405E-01,0.160405E-01
case_files\Case1-0.9-12.75-60D_30,0.160817E-01,0.160817E-01
case_files\Case1-0.9-13.0-60D_30,0.161212E-01,0.161212E-01
case_files\Case1-0.9-13.25-60D_30,0.161590E-01,0.161590E-01
case_files\Case1-0.9-13.5-60D_30,0.161952E-01,0.161952E-01
case_files\Case1-0.9-13.75-60D_30,0.162299E-01,0.162299E-01
case_files\Case1-0.9-14.0-60D_30,0.162631E-01,0.162631E-01
case_files\Case1-0.9-14.25-60D_30,0.162948E-01,0.162948E-01
case_files\Case1-0.9-14.5-60D_30,0.163253E-01,0.163253E-01
case_files\Case1-0.9-14.75-60D_30,0.163545E-01,0.163545E-01
case_files\Case1-0.9-15.0-60D_30,0.163825E-01,0.163825E-01
case_files\Case1-0.9-15.25-60D_30,0.164095E-01,0.164095E-01
case_files\Case1-0.9-15.5-60D_30,0.164354E-01,0.164354E-01
case_files\Case1-0.9-15.75-60D_30,0.164603E-01,0.164603E-01
case_files\Case1-0.9-16.0-60D_30,0.164841E-01,0.164841E-01
case_files\Case1-0.9-16.25-60D_30,0.165069E-01,0.165069E-01
case_files\Case1-0.9-16.5-60D_30,0.165287E-01,0.165287E-01
case_files\Case1-0.9-16.75-60D_30,0.165495E-01,0.165495E-01
case_files\Case1-0.9-17.0-60D_30,0.165695E-01,0.165695E-01
case_files\Case1-0.925-8.0-60D_30,0.138550E-01,0.138550E-01
case_files\Case1-0.925-8.25-60D_30,0.139493E-01,0.139493E-01
case_files\Case1-0.925-8.5-60D_30,0.140393E-01,0.140393E-01
case_files\Case1-0.925-8.75-60D_30,0.141249E-01,0.141249E-01
case_files\Case1-0.925-9.0-60D_30,0.142074E-01,0.142074E-01
case_files\Case1-0.925-9.25-60D_30,0.142863E-01,0.142863E-01
case_files\Case1-0.925-9.5-60D_30,0.143615E-01,0.143615E-01
case_files\Case1-0.925-9.75-60D_30,0.144338E-01,0.144338E-01
case_files\Case1-0.925-10.0-60D_30,0.145024E-01,0.145024E-01
case_files\Case1-0.925-10.25-60D_30,0.145679E-01,0.145679E-01
case_files\Case1-0.925-10.5-60D_30,0.146304E-01,0.146304E-01
case_files\Case1-0.925-10.75-60D_30,0.146902E-01,0.146902E-01
case_files\Case1-0.925-11.0-60D_30,0.147473E-01,0.147473E-01
case_files\Case1-0.925-11.25-60D_30,0.148019E-01,0.148019E-01
case_files\Case1-0.925-11.5-60D_30,0.148542E-01,0.148542E-01
case_files\Case1-0.925-11.75-60D_30,0.149042E-01,0.149042E-01
case_files\Case1-0.925-12.0-60D_30,0.149521E-01,0.149521E-01
case_files\Case1-0.925-12.25-60D_30,0.149979E-01,0.149979E-01
case_files\Case1-0.925-12.5-60D_30,0.150419E-01,0.150419E-01
case_files\Case1-0.925-12.75-60D_30,0.150840E-01,0.150840E-01
case_files\Case1-0.925-13.0-60D_30,0.151244E-01,0.151244E-01
case_files\Case1-0.925-13.25-60D_30,0.151631E-01,0.151631E-01
case_files\Case1-0.925-13.5-60D_30,0.152002E-01,0.152002E-01
case_files\Case1-0.925-13.75-60D_30,0.152359E-01,0.152359E-01
case_files\Case1-0.925-14.0-60D_30,0.152701E-01,0.152701E-01
case_files\Case1-0.925-14.25-60D_30,0.153029E-01,0.153029E-01
case_files\Case1-0.925-14.5-60D_30,0.153344E-01,0.153344E-01
case_files\Case1-0.925-14.75-60D_30,0.153647E-01,0.153647E-01
case_files\Case1-0.925-15.0-60D_30,0.153937E-01,0.153937E-01
case_files\Case1-0.925-15.25-60D_30,0.154216E-01,0.154216E-01
case_files\Case1-0.925-15.5-60D_30,0.154484E-01,0.154484E-01
case_files\Case1-0.925-15.75-60D_30,0.154741E-01,0.154741E-01
case_files\Case1-0.925-16.0-60D_30,0.154988E-01,0.154988E-01
case_files\Case1-0.925-16.25-60D_30,0.155225E-01,0.155225E-01
case_files\Case1-0.925-16.5-60D_30,0.155453E-01,0.155453E-01
case_files\Case1-0.925-16.75-60D_30,0.155671E-01,0.155671E-01
case_files\Case1-0.925-17.0-60D_30,0.155880E-01,0.155880E-01
case_files\Case1-0.95-8.0-60D_30,0.129534E-01,0.129534E-01
case_files\Case1-0.95-8.25-60D_30,0.130313E-01,0.130313E-01
case_files\Case1-0.95-8.5-60D_30,0.131209E-01,0.131209E-01
case_files\Case1-0.95-8.75-60D_30,0.132062E-01,0.132062E-01
case_files\Case1-0.95-9.0-60D_30,0.132875E-01,0.132875E-01
case_files\Case1-0.95-9.25-60D_30,0.133650E-01,0.133650E-01
case_files\Case1-0.95-9.5-60D_30,0.134389E-01,0.134389E-01
case_files\Case1-0.95-9.75-60D_30,0.135095E-01,0.135095E-01
case_files\Case1-0.95-10.0-60D_30,0.135769E-01,0.135769E-01
case_files\Case1-0.95-10.25-60D_30,0.136413E-01,0.136413E-01
case_files\Case1-0.95-10.5-60D_30,0.137029E-01,0.137029E-01
case_files\Case1-0.95-10.75-60D_30,0.137619E-01,0.137619E-01
case_files\Case1-0.95-11.0-60D_30,0.138183E-01,0.138183E-01
case_files\Case1-0.95-11.25-60D_30,0.138722E-01,0.138722E-01
case_files\Case1-0.95-11.5-60D_30,0.139237E-01,0.139237E-01
case_files\Case1-0.95-11.75-60D_30,0.139733E-01,0.139733E-01
case_files\Case1-0.95-12.0-60D_30,0.140211E-01,0.140211E-01
case_files\Case1-0.95-12.25-60D_30,0.140669E-01,0.140669E-01
case_files\Case1-0.95-12.5-60D_30,0.141113E-01,0.141113E-01
case_files\Case1-0.95-12.75-60D_30,0.141539E-01,0.141539E-01
case_files\Case1-0.95-13.0-60D_30,0.141948E-01,0.141948E-01
case_files\Case1-0.95-13.25-60D_30,0.142340E-01,0.142340E-01
case_files\Case1-0.95-13.5-60D_30,0.142721E-01,0.142721E-01
case_files\Case1-0.95-13.75-60D_30,0.143086E-01,0.143086E-01
case_files\Case1-0.95-14.0-60D_30,0.143437E-01,0.143437E-01
case_files\Case1-0.95-14.25-60D_30,0.143778E-01,0.143778E-01
case_files\Case1-0.95-14.5-60D_30,0.144105E-01,0.144105E-01
case_files\Case1-0.95-14.75-60D_30,0.144420E-01,0.144420E-01
case_files\Case1-0.95-15.0-60D_30,0.144723E-01,0.144723E-01
case_files\Case1-0.95-15.25-60D_30,0.145015E-01,0.145015E-01
case_files\Case1-0.95-15.5-60D_30,0.145295E-01,0.145295E-01
case_files\Case1-0.95-15.75-60D_30,0.145565E-01,0.145565E-01
case_files\Case1-0.95-16.0-60D_30,0.145825E-01,0.145825E-01
case_files\Case1-0.95-16.25-60D_30,0.146075E-01,0.146075E-01
case_files\Case1-0.95-16.5-60D_30,0.146316E-01,0.146316E-01
case_files\Case1-0.95-16.75-60D_30,0.146547E-01,0.146547E-01
case_files\Case1-0.95-17.0-60D_30,0.146770E-01,0.146770E-01
case_files\Case1-0.975-8.0-60D_30,0.122509E-01,0.122509E-01
case_files\Case1-0.975-8.25-60D_30,0.122544E-01,0.122544E-01
case_files\Case1-0.975-8.5-60D_30,0.122886E-01,0.122886E-01
case_files\Case1-0.975-8.75-60D_30,0.123527E-01,0.123527E-01
case_files\Case1-0.975-9.0-60D_30,0.124339E-01,0.124339E-01
case_files\Case1-0.975-9.25-60D_30,0.125113E-01,0.125113E-01
case_files\Case1-0.975-9.5-60D_30,0.125853E-01,0.125853E-01
case_files\Case1-0.975-9.75-60D_30,0.126561E-01,0.126561E-01
case_files\Case1-0.975-10.0-60D_30,0.127237E-01,0.127237E-01
case_files\Case1-0.975-10.25-60D_30,0.127884E-01,0.127884E-01
case_files\Case1-0.975-10.5-60D_30,0.128504E-01,0.128504E-01
case_files\Case1-0.975-10.75-60D_30,0.129097E-01,0.129097E-01
case_files\Case1-0.975-11.0-60D_30,0.129666E-01,0.129666E-01
case_files\Case1-0.975-11.25-60D_30,0.130212E-01,0.130212E-01
case_files\Case1-0.975-11.5-60D_30,0.130736E-01,0.130736E-01
case_files\Case1-0.975-11.75-60D_30,0.131238E-01,0.131238E-01
case_files\Case1-0.975-12.0-60D_30,0.131720E-01,0.131720E-01
case_files\Case1-0.975-12.25-60D_30,0.132184E-01,0.132184E-01
case_files\Case1-0.975-12.5-60D_30,0.132629E-01,0.132629E-01
case_files\Case1-0.975-12.75-60D_30,0.133057E-01,0.133057E-01
case_files\Case1-0.975-13.0-60D_30,0.133469E-01,0.133469E-01
case_files\Case1-0.975-13.25-60D_30,0.133865E-01,0.133865E-01
case_files\Case1-0.975-13.5-60D_30,0.134246E-01,0.134246E-01
case_files\Case1-0.975-13.75-60D_30,0.134612E-01,0.134612E-01
case_files\Case1-0.975-14.0-60D_30,0.134965E-01,0.134965E-01
case_files\Case1-0.975-14.25-60D_30,0.135305E-01,0.135305E-01
case_files\Case1-0.975-14.5-60D_30,0.135633E-01,0.135633E-01
case_files\Case1-0.975-14.75-60D_30,0.135948E-01,0.135948E-01
case_files\Case1-0.975-15.0-60D_30,0.136252E-01,0.136252E-01
case_files\Case1-0.975-15.25-60D_30,0.136545E-01,0.136545E-01
case_files\Case1-0.975-15.5-60D_30,0.136827E-01,0.136827E-01
case_files\Case1-0.975-15.75-60D_30,0.137099E-01,0.137099E-01
case_files\Case1-0.975-16.0-60D_30,0.137360E-01,0.137360E-01
case_files\Case1-0.975-16.25-60D_30,0.137612E-01,0.137612E-01
case_files\Case1-0.975-16.5-60D_30,0.137854E-01,0.137854E-01
case_files\Case1-0.975-16.75-60D_30,0.138088E-01,0.138088E-01
case_files\Case1-0.975-17.0-60D_30,0.138314E-01,0.138314E-01
case_files\Case1-1.0-8.0-60D_30,0.117264E-01,0.117264E-01
case_files\Case1-1.0-8.25-60D_30,0.116744E-01,0.116744E-01
case_files\Case1-1.0-8.5-60D_30,0.116498E-01,0.116498E-01
