case_name,maximum_bs_curvature,maximum_curvature
case_files\Case6-1.45-14.25-60D_30,0.198184E-01,0.198184E-01
case_files\Case6-1.45-14.5-60D_30,0.198474E-01,0.198474E-01
case_files\Case6-1.45-14.75-60D_30,0.198936E-01,0.198936E-01
case_files\Case6-1.45-15.0-60D_30,0.199567E-01,0.199567E-01
case_files\Case6-1.45-15.25-60D_30,0.200364E-01,0.200364E-01
case_files\Case6-1.45-15.5-60D_30,0.201205E-01,0.201205E-01
case_files\Case6-1.45-15.75-60D_30,0.202024E-01,0.202024E-01
case_files\Case6-1.45-16.0-60D_30,0.202830E-01,0.202830E-01
case_files\Case6-1.45-16.25-60D_30,0.203614E-01,0.203614E-01
case_files\Case6-1.45-16.5-60D_30,0.204377E-01,0.204377E-01
case_files\Case6-1.45-16.75-60D_30,0.205121E-01,0.205121E-01
case_files\Case6-1.45-17.0-60D_30,0.205845E-01,0.205845E-01
case_files\Case6-1.475-8.0-60D_30,0.280591E-01,0.280591E-01
case_files\Case6-1.475-8.25-60D_30,0.271326E-01,0.271326E-01
case_files\Case6-1.475-8.5-60D_30,0.262900E-01,0.262900E-01
case_files\Case6-1.475-8.75-60D_30,0.255256E-01,0.255256E-01
case_files\Case6-1.475-9.0-60D_30,0.248282E-01,0.248282E-01
case_files\Case6-1.475-9.25-60D_30,0.241906E-01,0.241906E-01
case_files\Case6-1.475-9.5-60D_30,0.236116E-01,0.236116E-01
case_files\Case6-1.475-9.75-60D_30,0.230836E-01,0.230836E-01
case_files\Case6-1.475-10.0-60D_30,0.226013E-01,0.226013E-01
case_files\Case6-1.475-10.25-60D_30,0.221622E-01,0.221622E-01
case_files\Case6-1.475-10.5-60D_30,0.217654E-01,0.217654E-01
case_files\Case6-1.475-10.75-60D_30,0.214053E-01,0.214053E-01
case_files\Case6-1.475-11.0-60D_30,0.210788E-01,0.210788E-01
case_files\Case6-1.475-11.25-60D_30,0.207828E-01,0.207828E-01
case_files\Case6-1.475-11.5-60D_30,0.205162E-01,0.205162E-01
case_files\Case6-1.475-11.75-60D_30,0.202769E-01,0.202769E-01
case_files\Case6-1.475-12.0-60D_30,0.200650E-01,0.200650E-01
case_files\Case6-1.475-12.25-60D_30,0.198782E-01,0.198782E-01
case_files\Case6-1.475-12.5-60D_30,0.197147E-01,0.197147E-01
case_files\Case6-1.475-12.75-60D_30,0.195733E-01,0.195733E-01
case_files\Case6-1.475-13.0-60D_30,0.194529E-01,0.194529E-01
case_files\Case6-1.475-13.25-60D_30,0.193523E-01,0.193523E-01
case_files\Case6-1.475-13.5-60D_30,0.192708E-01,0.192708E-01
case_files\Case6-1.475-13.75-60D_30,0.192081E-01,0.192081E-01
case_files\Case6-1.475-14.0-60D_30,0.191630E-01,0.191630E-01
case_files\Case6-1.475-14.25-60D_30,0.191353E-01,0.191353E-01
case_files\Case6-1.475-14.5-60D_30,0.191246E-01,0.191246E-01
case_files\Case6-1.475-14.75-60D_30,0.191302E-01,0.191302E-01
case_files\Case6-1.475-15.0-60D_30,0.191516E-01,0.191516E-01
case_files\Case6-1.475-15.25-60D_30,0.191888E-01,0.191888E-01
case_files\Case6-1.475-15.5-60D_30,0.192414E-01,0.192414E-01
case_files\Case6-1.475-15.75-60D_30,0.193088E-01,0.193088E-01
case_files\Case6-1.475-16.0-60D_30,0.193873E-01,0.193873E-01
case_files\Case6-1.475-16.25-60D_30,0.194645E-01,0.194645E-01
case_files\Case6-1.475-16.5-60D_30,0.195396E-01,0.195396E-01
case_files\Case6-1.475-16.75-60D_30,0.196127E-01,0.196127E-01
case_files\Case6-1.475-17.0-60D_30,0.196841E-01,0.196841E-01
case_files\Case6-1.5-8.0-60D_30,0.283311E-01,0.283311E-01
case_files\Case6-1.5-8.25-60D_30,0.273585E-01,0.273585E-01
case_files\Case6-1.5-8.5-60D_30,0.264755E-01,0.264755E-01
case_files\Case6-1.5-8.75-60D_30,0.256687E-01,0.256687E-01
case_files\Case6-1.5-9.0-60D_30,0.249315E-01,0.249315E-01
case_files\Case6-1.5-9.25-60D_30,0.242555E-01,0.242555E-01
case_files\Case6-1.5-9.5-60D_30,0.236417E-01,0.236417E-01
case_files\Case6-1.5-9.75-60D_30,0.230799E-01,0.230799E-01
case_files\Case6-1.5-10.0-60D_30,0.225649E-01,0.225649E-01
case_files\Case6-1.5-10.25-60D_30,0.220925E-01,0.220925E-01
case_files\Case6-1.5-10.5-60D_30,0.216623E-01,0.216623E-01
case_files\Case6-1.5-10.75-60D_30,0.212713E-01,0.212713E-01
case_files\Case6-1.5-11.0-60D_30,0.209139E-01,0.209139E-01
case_files\Case6-1.5-11.25-60D_30,0.205873E-01,0.205873E-01
case_files\Case6-1.5-11.5-60D_30,0.202895E-01,0.202895E-01
case_files\Case6-1.5-11.75-60D_30,0.200209E-01,0.200209E-01
case_files\Case6-1.5-12.0-60D_30,0.197793E-01,0.197793E-01
case_files\Case6-1.5-12.25-60D_30,0.195632E-01,0.195632E-01
case_files\Case6-1.5-12.5-60D_30,0.193696E-01,0.193696E-01
case_files\Case6-1.5-12.75-60D_30,0.191975E-01,0.191975E-01
case_files\Case6-1.5-13.0-60D_30,0.190457E-01,0.190457E-01
case_files\Case6-1.5-13.25-60D_30,0.189133E-01,0.189133E-01
case_files\Case6-1.5-13.5-60D_30,0.187998E-01,0.187998E-01
case_files\Case6-1.5-13.75-60D_30,0.187039E-01,0.187039E-01
case_files\Case6-1.5-14.0-60D_30,0.186256E-01,0.186256E-01
case_files\Case6-1.5-14.25-60D_30,0.185638E-01,0.185638E-01
case_files\Case6-1.5-14.5-60D_30,0.185182E-01,0.185182E-01
case_files\Case6-1.5-14.75-60D_30,0.184886E-01,0.184886E-01
case_files\Case6-1.5-15.0-60D_30,0.184741E-01,0.184741E-01
case_files\Case6-1.5-15.25-60D_30,0.184744E-01,0.184744E-01
case_files\Case6-1.5-15.5-60D_30,0.184892E-01,0.184892E-01
case_files\Case6-1.5-15.75-60D_30,0.185182E-01,0.185182E-01
case_files\Case6-1.5-16.0-60D_30,0.185612E-01,0.185612E-01
case_files\Case6-1.5-16.25-60D_30,0.186177E-01,0.186177E-01
case_files\Case6-1.5-16.5-60D_30,0.186877E-01,0.186877E-01
case_files\Case6-1.5-16.75-60D_30,0.187606E-01,0.187606E-01
case_files\Case6-1.5-17.0-60D_30,0.188317E-01,0.188317E-01
case_files\Case6-1.525-8.0-60D_30,0.286454E-01,0.286454E-01
case_files\Case6-1.525-8.25-60D_30,0.276271E-01,0.276271E-01
case_files\Case6-1.525-8.5-60D_30,0.267015E-01,0.267015E-01
case_files\Case6-1.525-8.75-60D_30,0.258543E-01,0.258543E-01
case_files\Case6-1.525-9.0-60D_30,0.250778E-01,0.250778E-01
case_files\Case6-1.525-9.25-60D_30,0.243683E-01,0.243683E-01
case_files\Case6-1.525-9.5-60D_30,0.237187E-01,0.237187E-01
case_files\Case6-1.525-9.75-60D_30,0.231217E-01,0.231217E-01
case_files\Case6-1.525-10.0-60D_30,0.225743E-01,0.225743E-01
case_files\Case6-1.525-10.25-60D_30,0.220729E-01,0.220729E-01
case_files\Case6-1.525-10.5-60D_30,0.216127E-01,0.216127E-01
case_files\Case6-1.525-10.75-60D_30,0.211902E-01,0.211902E-01
case_files\Case6-1.525-11.0-60D_30,0.208041E-01,0.208041E-01
case_files\Case6-1.525-11.25-60D_30,0.204498E-01,0.204498E-01
case_files\Case6-1.525-11.5-60D_30,0.201244E-01,0.201244E-01
case_files\Case6-1.525-11.75-60D_30,0.198281E-01,0.198281E-01
case_files\Case6-1.525-12.0-60D_30,0.195599E-01,0.195599E-01
case_files\Case6-1.525-12.25-60D_30,0.193161E-01,0.193161E-01
case_files\Case6-1.525-12.5-60D_30,0.190948E-01,0.190948E-01
case_files\Case6-1.525-12.75-60D_30,0.188942E-01,0.188942E-01
case_files\Case6-1.525-13.0-60D_30,0.187141E-01,0.187141E-01
case_files\Case6-1.525-13.25-60D_30,0.185538E-01,0.185538E-01
case_files\Case6-1.525-13.5-60D_30,0.184117E-01,0.184117E-01
case_files\Case6-1.525-13.75-60D_30,0.182872E-01,0.182872E-01
case_files\Case6-1.525-14.0-60D_30,0.181791E-01,0.181791E-01
case_files\Case6-1.525-14.25-60D_30,0.180887E-01,0.180887E-01
case_files\Case6-1.525-14.5-60D_30,0.180142E-01,0.180142E-01
case_files\Case6-1.525-14.75-60D_30,0.179545E-01,0.179545E-01
case_files\Case6-1.525-15.0-60D_30,0.179092E-01,0.179092E-01
case_files\Case6-1.525-15.25-60D_30,0.178780E-01,0.178780E-01
case_files\Case6-1.525-15.5-60D_30,0.178601E-01,0.178601E-01
case_files\Case6-1.525-15.75-60D_30,0.178555E-01,0.178555E-01
case_files\Case6-1.525-16.0-60D_30,0.178640E-01,0.178640E-01
case_files\Case6-1.525-16.25-60D_30,0.178851E-01,0.178851E-01
case_files\Case6-1.525-16.5-60D_30,0.179185E-01,0.179185E-01
case_files\Case6-1.525-16.75-60D_30,0.179645E-01,0.179645E-01
case_files\Case6-1.525-17.0-60D_30,0.180226E-01,0.180226E-01
case_files\Case6-1.55-8.0-60D_30,0.289945E-01,0.289945E-01
case_files\Case6-1.55-8.25-60D_30,0.279340E-01,0.279340E-01
case_files\Case6-1.55-8.5-60D_30,0.269639E-01,0.269639E-01
case_files\Case6-1.55-8.75-60D_30,0.260787E-01,0.260787E-01
case_files\Case6-1.55-9.0-60D_30,0.252646E-01,0.252646E-01
case_files\Case6-1.55-9.25-60D_30,0.245205E-01,0.245205E-01
case_files\Case6-1.55-9.5-60D_30,0.238362E-01,0.238362E-01
case_files\Case6-1.55-9.75-60D_30,0.232060E-01,0.232060E-01
case_files\Case6-1.55-10.0-60D_30,0.226291E-01,0.226291E-01
case_files\Case6-1.55-10.25-60D_30,0.220963E-01,0.220963E-01
case_files\Case6-1.55-10.5-60D_30,0.216070E-01,0.216070E-01
case_files\Case6-1.55-10.75-60D_30,0.211578E-01,0.211578E-01
case_files\Case6-1.55-11.0-60D_30,0.207429E-01,0.207429E-01
case_files\Case6-1.55-11.25-60D_30,0.203615E-01,0.203615E-01
case_files\Case6-1.55-11.5-60D_30,0.200117E-01,0.200117E-01
case_files\Case6-1.55-11.75-60D_30,0.196896E-01,0.196896E-01
case_files\Case6-1.55-12.0-60D_30,0.193952E-01,0.193952E-01
case_files\Case6-1.55-12.25-60D_30,0.191264E-01,0.191264E-01
case_files\Case6-1.55-12.5-60D_30,0.188797E-01,0.188797E-01
case_files\Case6-1.55-12.75-60D_30,0.186543E-01,0.186543E-01
case_files\Case6-1.55-13.0-60D_30,0.184499E-01,0.184499E-01
case_files\Case6-1.55-13.25-60D_30,0.182635E-01,0.182635E-01
case_files\Case6-1.55-13.5-60D_30,0.180959E-01,0.180959E-01
case_files\Case6-1.55-13.75-60D_30,0.179476E-01,0.179476E-01
case_files\Case6-1.55-14.0-60D_30,0.178158E-01,0.178158E-01
case_files\Case6-1.55-14.25-60D_30,0.176996E-01,0.176996E-01
case_files\Case6-1.55-14.5-60D_30,0.175982E-01,0.175982E-01
case_files\Case6-1.55-14.75-60D_30,0.175122E-01,0.175122E-01
case_files\Case6-1.55-15.0-60D_30,0.174398E-01,0.174398E-01
case_files\Case6-1.55-15.25-60D_30,0.173806E-01,0.173806E-01
case_files\Case6-1.55-15.5-60D_30,0.173343E-01,0.173343E-01
case_files\Case6-1.55-15.75-60D_30,0.173009E-01,0.173009E-01
case_files\Case6-1.55-16.0-60D_30,0.172801E-01,0.172801E-01
case_files\Case6-1.55-16.25-60D_30,0.172712E-01,0.172712E-01
case_files\Case6-1.55-16.5-60D_30,0.172741E-01,0.172741E-01
case_files\Case6-1.55-16.75-60D_30,0.172883E-01,0.172883E-01
case_files\Case6-1.55-17.0-60D_30,0.173137E-01,0.173137E-01
case_files\Case6-1.575-8.0-60D_30,0.293763E-01,0.293763E-01
case_files\Case6-1.575-8.25-60D_30,0.282740E-01,0.282740E-01
case_files\Case6-1.575-8.5-60D_30,0.272626E-01,0.272626E-01
case_files\Case6-1.575-8.75-60D_30,0.263379E-01,0.263379E-01
case_files\Case6-1.575-9.0-60D_30,0.254885E-01,0.254885E-01
case_files\Case6-1.575-9.25-60D_30,0.247084E-01,0.247084E-01
case_files\Case6-1.575-9.5-60D_30,0.239909E-01,0.239909E-01
case_files\Case6-1.575-9.75-60D_30,0.233297E-01,0.233297E-01
case_files\Case6-1.575-10.0-60D_30,0.227222E-01,0.227222E-01
case_files\Case6-1.575-10.25-60D_30,0.221588E-01,0.221588E-01
case_files\Case6-1.575-10.5-60D_30,0.216438E-01,0.216438E-01
case_files\Case6-1.575-10.75-60D_30,0.211658E-01,0.211658E-01
case_files\Case6-1.575-11.0-60D_30,0.207255E-01,0.207255E-01
case_files\Case6-1.575-11.25-60D_30,0.203187E-01,0.203187E-01
case_files\Case6-1.575-11.5-60D_30,0.199430E-01,0.199430E-01
case_files\Case6-1.575-11.75-60D_30,0.195984E-01,0.195984E-01
case_files\Case6-1.575-12.0-60D_30,0.192792E-01,0.192792E-01
case_files\Case6-1.575-12.25-60D_30,0.189863E-01,0.189863E-01
case_files\Case6-1.575-12.5-60D_30,0.187167E-01,0.187167E-01
case_files\Case6-1.575-12.75-60D_30,0.184679E-01,0.184679E-01
case_files\Case6-1.575-13.0-60D_30,0.182411E-01,0.182411E-01
case_files\Case6-1.575-13.25-60D_30,0.180329E-01,0.180329E-01
case_files\Case6-1.575-13.5-60D_30,0.178438E-01,0.178438E-01
case_files\Case6-1.575-13.75-60D_30,0.176727E-01,0.176727E-01
case_files\Case6-1.575-14.0-60D_30,0.175176E-01,0.175176E-01
case_files\Case6-1.575-14.25-60D_30,0.173788E-01,0.173788E-01
case_files\Case6-1.575-14.5-60D_30,0.172551E-01,0.172551E-01
case_files\Case6-1.575-14.75-60D_30,0.171446E-01,0.171446E-01
case_files\Case6-1.575-15.0-60D_30,0.170481E-01,0.170481E-01
case_files\Case6-1.575-15.25-60D_30,0.169647E-01,0.169647E-01
case_files\Case6-1.575-15.5-60D_30,0.168933E-01,0.168933E-01
case_files\Case6-1.575-15.75-60D_30,0.168342E-01,0.168342E-01
case_files\Case6-1.575-16.0-60D_30,0.167876E-01,0.167876E-01
case_files\Case6-1.575-16.25-60D_30,0.167521E-01,0.167521E-01
case_files\Case6-1.575-16.5-60D_30,0.167275E-01,0.167275E-01
case_files\Case6-1.575-16.75-60D_30,0.167146E-01,0.167146E-01
case_files\Case6-1.575-17.0-60D_30,0.167125E-01,0.167125E-01
case_files\Case6-1.6-8.0-60D_30,0.297942E-01,0.297942E-01
case_files\Case6-1.6-8.25-60D_30,0.286437E-01,0.286437E-01
case_files\Case6-1.6-8.5-60D_30,0.275958E-01,0.275958E-01
case_files\Case6-1.6-8.75-60D_30,0.266281E-01,0.266281E-01
case_files\Case6-1.6-9.0-60D_30,0.257455E-01,0.257455E-01
case_files\Case6-1.6-9.25-60D_30,0.249285E-01,0.249285E-01
case_files\Case6-1.6-9.5-60D_30,0.241798E-01,0.241798E-01
case_files\Case6-1.6-9.75-60D_30,0.234870E-01,0.234870E-01
case_files\Case6-1.6-10.0-60D_30,0.228504E-01,0.228504E-01
case_files\Case6-1.6-10.25-60D_30,0.222588E-01,0.222588E-01
case_files\Case6-1.6-10.5-60D_30,0.217163E-01,0.217163E-01
case_files\Case6-1.6-10.75-60D_30,0.212115E-01,0.212115E-01
case_files\Case6-1.6-11.0-60D_30,0.207469E-01,0.207469E-01
case_files\Case6-1.6-11.25-60D_30,0.203138E-01,0.203138E-01
case_files\Case6-1.6-11.5-60D_30,0.199169E-01,0.199169E-01
case_files\Case6-1.6-11.75-60D_30,0.195472E-01,0.195472E-01
case_files\Case6-1.6-12.0-60D_30,0.192072E-01,0.192072E-01
case_files\Case6-1.6-12.25-60D_30,0.188908E-01,0.188908E-01
case_files\Case6-1.6-12.5-60D_30,0.185995E-01,0.185995E-01
case_files\Case6-1.6-12.75-60D_30,0.183297E-01,0.183297E-01
case_files\Case6-1.6-13.0-60D_30,0.180814E-01,0.180814E-01
case_files\Case6-1.6-13.25-60D_30,0.178534E-01,0.178534E-01
case_files\Case6-1.6-13.5-60D_30,0.176433E-01,0.176433E-01
case_files\Case6-1.6-13.75-60D_30,0.174515E-01,0.174515E-01
case_files\Case6-1.6-14.0-60D_30,0.172752E-01,0.172752E-01
case_files\Case6-1.6-14.25-60D_30,0.171161E-01,0.171161E-01
case_files\Case6-1.6-14.5-60D_30,0.169706E-01,0.169706E-01
case_files\Case6-1.6-14.75-60D_30,0.168397E-01,0.168397E-01
case_files\Case6-1.6-15.0-60D_30,0.167218E-01,0.167218E-01
case_files\Case6-1.6-15.25-60D_30,0.166160E-01,0.166160E-01
case_files\Case6-1.6-15.5-60D_30,0.165231E-01,0.165231E-01
case_files\Case6-1.6-15.75-60D_30,0.164417E-01,0.164417E-01
case_files\Case6-1.6-16.0-60D_30,0.163721E-01,0.163721E-01
case_files\Case6-1.6-16.25-60D_30,0.163136E-01,0.163136E-01
case_files\Case6-1.6-16.5-60D_30,0.162656E-01,0.162656E-01
case_files\Case6-1.6-16.75-60D_30,0.162287E-01,0.162287E-01
case_files\Case6-1.6-17.0-60D_30,0.162018E-01,0.162018E-01
case_files\Case6-1.625-8.0-60D_30,0.302372E-01,0.302372E-01
case_files\Case6-1.625-8.25-60D_30,0.290485E-01,0.290485E-01
case_files\Case6-1.625-8.5-60D_30,0.279527E-01,0.279527E-01
case_files\Case6-1.625-8.75-60D_30,0.269542E-01,0.269542E-01
case_files\Case6-1.625-9.0-60D_30,0.260308E-01,0.260308E-01
case_files\Case6-1.625-9.25-60D_30,0.251826E-01,0.251826E-01
case_files\Case6-1.625-9.5-60D_30,0.244002E-01,0.244002E-01
case_files\Case6-1.625-9.75-60D_30,0.236768E-01,0.236768E-01
case_files\Case6-1.625-10.0-60D_30,0.230109E-01,0.230109E-01
case_files\Case6-1.625-10.25-60D_30,0.223912E-01,0.223912E-01
case_files\Case6-1.625-10.5-60D_30,0.218221E-01,0.218221E-01
case_files\Case6-1.625-10.75-60D_30,0.212922E-01,0.212922E-01
case_files\Case6-1.625-11.0-60D_30,0.208025E-01,0.208025E-01
case_files\Case6-1.625-11.25-60D_30,0.203469E-01,0.203469E-01
case_files\Case6-1.625-11.5-60D_30,0.199257E-01,0.199257E-01
case_files\Case6-1.625-11.75-60D_30,0.195349E-01,0.195349E-01
case_files\Case6-1.625-12.0-60D_30,0.191722E-01,0.191722E-01
case_files\Case6-1.625-12.25-60D_30,0.188357E-01,0.188357E-01
case_files\Case6-1.625-12.5-60D_30,0.185227E-01,0.185227E-01
case_files\Case6-1.625-12.75-60D_30,0.182332E-01,0.182332E-01
case_files\Case6-1.625-13.0-60D_30,0.179650E-01,0.179650E-01
case_files\Case6-1.625-13.25-60D_30,0.177179E-01,0.177179E-01
case_files\Case6-1.625-13.5-60D_30,0.174884E-01,0.174884E-01
case_files\Case6-1.625-13.75-60D_30,0.172776E-01,0.172776E-01
case_files\Case6-1.625-14.0-60D_30,0.170821E-01,0.170821E-01
case_files\Case6-1.625-14.25-60D_30,0.169035E-01,0.169035E-01
case_files\Case6-1.625-14.5-60D_30,0.167387E-01,0.167387E-01
case_files\Case6-1.625-14.75-60D_30,0.165886E-01,0.165886E-01
case_files\Case6-1.625-15.0-60D_30,0.164512E-01,0.164512E-01
case_files\Case6-1.625-15.25-60D_30,0.163270E-01,0.163270E-01
case_files\Case6-1.625-15.5-60D_30,0.162139E-01,0.162139E-01
case_files\Case6-1.625-15.75-60D_30,0.161133E-01,0.161133E-01
case_files\Case6-1.625-16.0-60D_30,0.160243E-01,0.160243E-01
case_files\Case6-1.625-16.25-60D_30,0.159463E-01,0.159463E-01
case_files\Case6-1.625-16.5-60D_30,0.158788E-01,0.158788E-01
case_files\Case6-1.625-16.75-60D_30,0.158210E-01,0.158210E-01
case_files\Case6-1.625-17.0-60D_30,0.157741E-01,0.157741E-01
case_files\Case6-1.65-8.0-60D_30,0.307087E-01,0.307087E-01
case_files\Case6-1.65-8.25-60D_30,0.294767E-01,0.294767E-01
case_files\Case6-1.65-8.5-60D_30,0.283454E-01,0.283454E-01
case_files\Case6-1.65-8.75-60D_30,0.273026E-01,0.273026E-01
case_files\Case6-1.65-9.0-60D_30,0.263464E-01,0.263464E-01
case_files\Case6-1.65-9.25-60D_30,0.254648E-01,0.254648E-01
case_files\Case6-1.65-9.5-60D_30,0.246473E-01,0.246473E-01
case_files\Case6-1.65-9.75-60D_30,0.238974E-01,0.238974E-01
case_files\Case6-1.65-10.0-60D_30,0.232008E-01,0.232008E-01
case_files\Case6-1.65-10.25-60D_30,0.225553E-01,0.225553E-01
case_files\Case6-1.65-10.5-60D_30,0.219589E-01,0.219589E-01
case_files\Case6-1.65-10.75-60D_30,0.214034E-01,0.214034E-01
case_files\Case6-1.65-11.0-60D_30,0.208902E-01,0.208902E-01
case_files\Case6-1.65-11.25-60D_30,0.204117E-01,0.204117E-01
case_files\Case6-1.65-11.5-60D_30,0.199672E-01,0.199672E-01
case_files\Case6-1.65-11.75-60D_30,0.195558E-01,0.195558E-01
case_files\Case6-1.65-12.0-60D_30,0.191710E-01,0.191710E-01
case_files\Case6-1.65-12.25-60D_30,0.188152E-01,0.188152E-01
case_files\Case6-1.65-12.5-60D_30,0.184824E-01,0.184824E-01
case_files\Case6-1.65-12.75-60D_30,0.181731E-01,0.181731E-01
case_files\Case6-1.65-13.0-60D_30,0.178872E-01,0.178872E-01
case_files\Case6-1.65-13.25-60D_30,0.176204E-01,0.176204E-01
case_files\Case6-1.65-13.5-60D_30,0.173742E-01,0.173742E-01
case_files\Case6-1.65-13.75-60D_30,0.171440E-01,0.171440E-01
case_files\Case6-1.65-14.0-60D_30,0.169321E-01,0.169321E-01
case_files\Case6-1.65-14.25-60D_30,0.167347E-01,0.167347E-01
case_files\Case6-1.65-14.5-60D_30,0.165528E-01,0.165528E-01
case_files\Case6-1.65-14.75-60D_30,0.163851E-01,0.163851E-01
case_files\Case6-1.65-15.0-60D_30,0.162301E-01,0.162301E-01
case_files\Case6-1.65-15.25-60D_30,0.160889E-01,0.160889E-01
case_files\Case6-1.65-15.5-60D_30,0.159592E-01,0.159592E-01
case_files\Case6-1.65-15.75-60D_30,0.158421E-01,0.158421E-01
case_files\Case6-1.65-16.0-60D_30,0.157349E-01,0.157349E-01
case_files\Case6-1.65-16.25-60D_30,0.156397E-01,0.156397E-01
case_files\Case6-1.65-16.5-60D_30,0.155538E-01,0.155538E-01
case_files\Case6-1.65-16.75-60D_30,0.154788E-01,0.154788E-01
case_files\Case6-1.65-17.0-60D_30,0.154124E-01,0.154124E-01
case_files\Case6-1.675-8.0-60D_30,0.312106E-01,0.312106E-01
case_files\Case6-1.675-8.25-60D_30,0.299298E-01,0.299298E-01
case_files\Case6-1.675-8.5-60D_30,0.287598E-01,0.287598E-01
case_files\Case6-1.675-8.75-60D_30,0.276829E-01,0.276829E-01
case_files\Case6-1.675-9.0-60D_30,0.266878E-01,0.266878E-01
case_files\Case6-1.675-9.25-60D_30,0.257711E-01,0.257711E-01
case_files\Case6-1.675-9.5-60D_30,0.249267E-01,0.249267E-01
case_files\Case6-1.675-9.75-60D_30,0.241426E-01,0.241426E-01
case_files\Case6-1.675-10.0-60D_30,0.234174E-01,0.234174E-01
case_files\Case6-1.675-10.25-60D_30,0.227475E-01,0.227475E-01
case_files\Case6-1.675-10.5-60D_30,0.221229E-01,0.221229E-01
case_files\Case6-1.675-10.75-60D_30,0.215440E-01,0.215440E-01
case_files\Case6-1.675-11.0-60D_30,0.210074E-01,0.210074E-01
case_files\Case6-1.675-11.25-60D_30,0.205059E-01,0.205059E-01
case_files\Case6-1.675-11.5-60D_30,0.200395E-01,0.200395E-01
case_files\Case6-1.675-11.75-60D_30,0.196072E-01,0.196072E-01
case_files\Case6-1.675-12.0-60D_30,0.192027E-01,0.192027E-01
case_files\Case6-1.675-12.25-60D_30,0.188262E-01,0.188262E-01
case_files\Case6-1.675-12.5-60D_30,0.184752E-01,0.184752E-01
case_files\Case6-1.675-12.75-60D_30,0.181463E-01,0.181463E-01
case_files\Case6-1.675-13.0-60D_30,0.178430E-01,0.178430E-01
case_files\Case6-1.675-13.25-60D_30,0.175592E-01,0.175592E-01
case_files\Case6-1.675-13.5-60D_30,0.172942E-01,0.172942E-01
case_files\Case6-1.675-13.75-60D_30,0.170486E-01,0.170486E-01
case_files\Case6-1.675-14.0-60D_30,0.168185E-01,0.168185E-01
case_files\Case6-1.675-14.25-60D_30,0.166049E-01,0.166049E-01
case_files\Case6-1.675-14.5-60D_30,0.164068E-01,0.164068E-01
case_files\Case6-1.675-14.75-60D_30,0.162216E-01,0.162216E-01
case_files\Case6-1.675-15.0-60D_30,0.160525E-01,0.160525E-01
case_files\Case6-1.675-15.25-60D_30,0.158952E-01,0.158952E-01
case_files\Case6-1.675-15.5-60D_30,0.157502E-01,0.157502E-01
case_files\Case6-1.675-15.75-60D_30,0.156173E-01,0.156173E-01
case_files\Case6-1.675-16.0-60D_30,0.154945E-01,0.154945E-01
case_files\Case6-1.675-16.25-60D_30,0.153833E-01,0.153833E-01
case_files\Case6-1.675-16.5-60D_30,0.152814E-01,0.152814E-01
case_files\Case6-1.675-16.75-60D_30,0.151897E-01,0.151897E-01
case_files\Case6-1.675-17.0-60D_30,0.151074E-01,0.151074E-01
case_files\Case6-1.7-8.0-60D_30,0.317341E-01,0.317341E-01
case_files\Case6-1.7-8.25-60D_30,0.304128E-01,0.304128E-01
case_files\Case6-1.7-8.5-60D_30,0.291972E-01,0.291972E-01
case_files\Case6-1.7-8.75-60D_30,0.280832E-01,0.280832E-01
case_files\Case6-1.7-9.0-60D_30,0.270562E-01,0.270562E-01
case_files\Case6-1.7-9.25-60D_30,0.261054E-01,0.261054E-01
case_files\Case6-1.7-9.5-60D_30,0.252248E-01,0.252248E-01
case_files\Case6-1.7-9.75-60D_30,0.244145E-01,0.244145E-01
case_files\Case6-1.7-10.0-60D_30,0.236628E-01,0.236628E-01
case_files\Case6-1.7-10.25-60D_30,0.229630E-01,0.229630E-01
case_files\Case6-1.7-10.5-60D_30,0.223129E-01,0.223129E-01
case_files\Case6-1.7-10.75-60D_30,0.217120E-01,0.217120E-01
case_files\Case6-1.7-11.0-60D_30,0.211509E-01,0.211509E-01
case_files\Case6-1.7-11.25-60D_30,0.206262E-01,0.206262E-01
case_files\Case6-1.7-11.5-60D_30,0.201399E-01,0.201399E-01
case_files\Case6-1.7-11.75-60D_30,0.196868E-01,0.196868E-01
case_files\Case6-1.7-12.0-60D_30,0.192623E-01,0.192623E-01
case_files\Case6-1.7-12.25-60D_30,0.188669E-01,0.188669E-01
case_files\Case6-1.7-12.5-60D_30,0.184976E-01,0.184976E-01
case_files\Case6-1.7-12.75-60D_30,0.181512E-01,0.181512E-01
case_files\Case6-1.7-13.0-60D_30,0.178294E-01,0.178294E-01
case_files\Case6-1.7-13.25-60D_30,0.175293E-01,0.175293E-01
case_files\Case6-1.7-13.5-60D_30,0.172479E-01,0.172479E-01
case_files\Case6-1.7-13.75-60D_30,0.169848E-01,0.169848E-01
case_files\Case6-1.7-14.0-60D_30,0.167398E-01,0.167398E-01
case_files\Case6-1.7-14.25-60D_30,0.165100E-01,0.165100E-01
case_files\Case6-1.7-14.5-60D_30,0.162956E-01,0.162956E-01
case_files\Case6-1.7-14.75-60D_30,0.160970E-01,0.160970E-01
case_files\Case6-1.7-15.0-60D_30,0.159119E-01,0.159119E-01
case_files\Case6-1.7-15.25-60D_30,0.157398E-01,0.157398E-01
case_files\Case6-1.7-15.5-60D_30,0.155808E-01,0.155808E-01
case_files\Case6-1.7-15.75-60D_30,0.154325E-01,0.154325E-01
